 0.0000    0.00000  0.50000  1.00000
-10.0744  -0.70000 -0.70000 -0.70000
-8.07278  -0.48063 -0.48063 -0.48063
-5.89971  -0.22116 -0.22116 -0.22116
-5.05071  -0.11802 -0.11802 -0.11802
-4.06585   0.00175  0.00175  0.00175
-3.01406   0.11809  0.11809  0.11809
-1.92696   0.25454  0.25454  0.25454
-0.60290   0.41087  0.41087  0.41087
 0.04162   0.48066  0.48066  0.48066
 1.05896   0.58698  0.58698  0.58698
 2.10990   0.69326  0.69326  0.69326
 3.02528   0.78626  0.78626  0.78626
 4.04234   0.88922  0.88922  0.88922
 6.00866   1.08850  1.08850  1.08850
 8.14220   1.27754  1.27754  1.27754
 10.10570  1.44326  1.44326  1.44326
 12.06611  1.57208  1.57208  1.57208
 14.12452  1.66724  1.66724  1.66724
 16.27588  1.66834  1.66834  1.66834
 17.00262  1.51657  1.51657  1.51657
 18.06885  1.40471  1.40471  1.40471
 19.00515  1.34668  1.34668  1.34668
 20.10640  1.25157  1.25157  1.25157
 21.25000  1.26044  1.26044  1.26044
