  0.0      0.0      0.5      1.0
-13.000 -0.9814  -0.9814  -0.9814 
-12.000 -1.0659  -1.0659  -1.0659 
-11.000 -1.1138  -1.1138  -1.1138 
-10.000 -1.0971  -1.0971  -1.0971 
 -9.000 -1.0185  -1.0185  -1.0185 
 -8.000 -0.9269  -0.9269  -0.9269 
 -7.000 -0.8326  -0.8326  -0.8326 
 -6.000 -0.7366  -0.7366  -0.7366 
 -5.000 -0.6276  -0.6276  -0.6276 
 -4.000 -0.4789  -0.4789  -0.4789 
 -3.000 -0.3368  -0.3368  -0.3368 
 -2.000 -0.2205  -0.2205  -0.2205 
 -1.000 -0.1106  -0.1106  -0.1106 
  0.000 -0.0000  -0.0000  -0.0000 
  1.000  0.1106   0.1106   0.1106 
  2.000  0.2205   0.2205   0.2205 
  3.000  0.3368   0.3368   0.3368 
  4.000  0.4790   0.4790   0.4790 
  5.000  0.6276   0.6276   0.6276 
  6.000  0.7365   0.7365   0.7365 
  7.000  0.8326   0.8326   0.8326 
  8.000  0.9269   0.9269   0.9269 
  9.000  1.0186   1.0186   1.0186 
 10.000  1.0973   1.0973   1.0973 
 11.000  1.1141   1.1141   1.1141 
 12.000  1.0664   1.0664   1.0664 
 13.000  0.9814   0.9814   0.9814 
